CIF_ID,REP_PERD_MTHS,DIS_AMT,avg_credit_to_debit_amt_ratio_3_weeks,schm_code_encoded,avg_eod_bal_3_weeks,AVG_DEBIT_CREDIT_COUNT_RATIO,FLOW_AMT,CUST_AGE,no_of_loan_accounts,DEFAULT_STATUS_ENCODED,Predictions,Probabilities
0398204,84,793900.0,2.9998853990160685,8,810.0,3.0,29318.56,45,1,0,0,0.06811610175333127
0404620,84,974800.0,0.0,8,0.0,0.0,54000.0,26,1,0,0,0.11126880499574227
0400633,60,1123700.0,0.0,3,0.0,0.0,27777.0,50,1,0,0,0.474607415702967
0404942,36,150000.0,0.0,8,0.0,0.0,10182.0,36,1,0,0,0.15090105764376144
0403041,48,503000.0,5.43046357615894,3,2377.17,5.0,27998.0,29,1,0,0,0.17133965303134577
0399814,84,32530.12,0.0,5,0.0,0.0,499.0,32,1,0,1,0.5256733469882842
0411556,36,320000.0,0.0,3,0.0,0.0,11409.0,36,1,0,0,0.4728080351174504
0412544,72,1290000.0,0.0,3,0.0,0.0,55964.0,34,1,0,0,0.47516572448763505
0410834,39,143200.0,0.0,8,0.0,0.0,4698.0,56,1,0,0,0.16288846454898115
0413245,72,1100000.0,0.0,3,0.0,0.0,24471.0,45,1,0,0,0.4667750240753331
0414266,72,5426121.0,0.0,3,0.0,0.0,228000.0,47,1,0,1,0.7103965029580099
0417083,0,151150.0,0.0,6,0.0,0.0,151150.0,45,16,0,0,0.37779493918937823
0415605,60,500000.0,0.0,3,0.0,0.0,23790.0,27,1,0,0,0.4251494694725827
0415002,0,80000.0,0.0,6,0.0,0.0,80000.0,54,14,0,0,0.38062513239687656
0418391,60,625000.0,0.0,3,0.0,0.0,15199.0,48,1,0,0,0.47188953473460976
0418081,60,830000.0,0.0,3,0.0,0.0,20628.0,34,1,0,0,0.4647055662627215
0423376,72,1600000.0,0.0,3,0.0,0.0,34707.0,42,1,0,0,0.4925882052252322
0420974,60,538000.0,0.0,3,0.0,0.0,12799.0,26,1,0,0,0.4362195801736898
0420302,36,160000.0,0.0,3,0.0,0.0,5547.0,27,1,0,0,0.4005627446392003
0417370,60,367000.0,0.0,3,0.0,0.0,8731.0,37,1,0,0,0.47842649763391065
0418662,60,527000.0,0.0,3,0.0,0.0,12538.0,36,1,0,0,0.4758360986206767
0417105,60,425000.0,0.0,3,0.0,0.0,10111.0,32,1,0,0,0.4501534417941084
0417545,0,185950.0,0.0,6,0.0,0.0,185950.0,37,7,1,0,0.37265422564302375
0418195,60,550000.0,0.0,3,0.0,0.0,13085.0,40,1,0,0,0.48637320604484946
0416953,72,750000.0,0.0,3,0.0,0.0,15859.0,48,1,0,0,0.47057860057263656
0417350,60,380000.0,0.0,3,0.0,0.0,18082.0,46,1,0,0,0.47188953473460976
0424058,9,52000.0,0.0,3,0.0,0.0,6170.0,28,1,0,1,0.6660096733129633
0419142,0,84100.0,0.0,6,0.0,0.0,84100.0,43,9,0,0,0.35446687081426065
0419157,72,750000.0,0.0,3,0.0,0.0,16269.0,38,1,0,0,0.461162303939342
0422615,72,500000.0,0.0,3,0.0,0.0,11124.0,33,1,0,0,0.4501534417941084
0421304,0,100.0,0.0,6,0.0,0.0,100.0,25,1,0,1,0.747316278830539
0425932,72,990000.0,0.0,3,0.0,0.0,22024.0,39,1,0,0,0.47389693442305003
0431138,60,445000.0,0.0,3,0.0,0.0,11060.0,25,1,0,0,0.41791699714785946
0430146,72,3000000.0,0.0,3,0.0,0.0,64664.0,30,1,0,1,0.5195647131463362
0430801,60,600000.0,0.0,3,0.0,0.0,14912.0,38,1,0,0,0.4689308026769609
0437674,36,160000.0,0.0,3,0.0,0.0,5705.0,41,1,0,0,0.449253302689284
0441811,36,2000000.0,0.0,3,0.0,0.0,71306.0,31,1,0,1,0.5172212258605658
0439015,0,217302.0,0.0,6,0.0,0.0,217302.0,39,4,0,1,0.5788089024002276
0442661,24,150000.0,0.0,3,0.0,0.0,7417.0,45,1,0,1,0.5891480067701138
0445448,72,5200459.45,0.0,3,0.0,0.0,197963.0,37,1,0,1,0.6882580174933725
0446321,72,1000000.0,0.0,3,0.0,0.0,22247.0,45,1,0,0,0.4704650609757021
0450462,84,554000.0,0.0,8,0.0,0.0,10847.0,48,1,0,0,0.12340191583734018
0450542,72,1300000.0,0.0,3,0.0,0.0,28920.0,34,1,0,0,0.47127640681330607
0444912,72,3500000.0,0.0,3,0.0,0.0,75441.0,41,1,0,1,0.6034570196135796
0004116,240,3947502.0,0.0,4,0.0,0.0,58417.0,44,6,0,0,0.33580284076890016
